date,base_population,air_arrival,air_departure,ferry_arrival,ferry_departure,total_arrival,total_departure,net_flow,tourist_stock,estimated_population,data_source
2013-12-05,583284,25636,21806,1636,1392,27272,23198,4074,66834,650118,HTML
2013-12-06,583284,28262,20369,1804,1300,30066,21669,8397,75232,658516,HTML
2013-12-07,583284,26427,21436,1687,1368,28114,22804,5310,80541,663825,HTML
2013-12-08,583284,22563,24117,1440,1539,24003,25656,-1653,78888,662172,HTML
2013-12-09,583284,21140,25629,1349,1636,22489,27265,-4776,74112,657396,HTML
2013-12-10,583284,19499,25220,1245,1610,20744,26830,-6086,68026,651310,HTML
2013-12-11,583284,19216,23243,1227,1484,20443,24727,-4284,63742,647026,HTML
2013-12-12,583284,21911,21350,1399,1363,23310,22713,597,64339,647623,HTML
2013-12-13,583284,25737,20304,1643,1296,27380,21600,5780,70119,653403,HTML
2013-12-14,583284,24438,20791,1560,1327,25998,22118,3880,73998,657282,HTML
2013-12-15,583284,22830,22340,1457,1426,24287,23766,521,74519,657803,HTML
2013-12-16,583284,20595,23705,1315,1513,21910,25218,-3308,71212,654496,HTML
2013-12-17,583284,19848,23659,1267,1510,21115,25169,-4054,67157,650441,HTML
2013-12-18,583284,19106,22585,1220,1442,20326,24027,-3701,63456,646740,HTML
2013-12-19,583284,21778,21091,1390,1346,23168,22437,731,64187,647471,HTML
2013-12-20,583284,23706,20303,1513,1296,25219,21599,3620,67807,651091,HTML
2013-12-21,583284,25699,20531,1640,1311,27339,21842,5497,73304,656588,HTML
2013-12-22,583284,24280,21925,1550,1399,25830,23324,2506,75810,659094,HTML
2013-12-23,583284,21152,23416,1350,1495,22502,24911,-2409,73401,656685,HTML
2013-12-24,583284,20937,24099,1336,1538,22273,25637,-3364,70037,653321,HTML
2013-12-25,583284,22218,23390,1418,1493,23636,24883,-1247,68790,652074,HTML
2013-12-26,583284,26563,22285,1695,1422,28258,23707,4551,73341,656625,HTML
2013-12-27,583284,26433,22197,1687,1417,28120,23614,4506,77847,661131,HTML
2013-12-28,583284,28241,23363,1803,1491,30044,24854,5190,83037,666321,HTML
2013-12-29,583284,29050,25266,1854,1613,30904,26879,4025,87062,670346,HTML
2013-12-30,583284,23430,26751,1496,1708,24925,28459,-3534,83529,666813,HTML
2013-12-31,583284,26523,27433,1693,1751,28216,29184,-968,82561,665845,HTML
2014-01-01,592131,24607,26969,1571,1721,26178,28690,-2512,80049,672180,HTML
2014-01-02,592131,29318,25926,1871,1655,31189,27581,3608,83657,675788,HTML
2014-01-03,592131,23276,25957,1486,1657,24762,27614,-2852,80805,672936,HTML
2014-01-04,592131,24691,25917,1576,1654,26267,27571,-1304,79500,671631,HTML
2014-01-05,592131,22605,26124,1443,1667,24048,27791,-3743,75758,667889,HTML
2014-01-06,592131,25760,24904,1644,1590,27404,26494,910,76668,668799,HTML
2014-01-07,592131,21223,24456,1355,1561,22578,26017,-3439,73229,665360,HTML
2014-01-08,592131,18717,23740,1195,1515,19912,25255,-5343,67885,660016,HTML
2014-01-09,592131,23414,23183,1494,1480,24908,24663,245,68130,660261,HTML
2014-01-10,592131,26814,21862,1712,1395,28526,23257,5269,73399,665530,HTML
2014-01-11,592131,27566,21907,1760,1398,29326,23305,6021,79421,671552,HTML
2014-01-12,592131,23836,23521,1521,1501,25357,25022,335,79755,671886,HTML
2014-01-13,592131,24807,25215,1583,1609,26390,26824,-434,79321,671452,HTML
2014-01-14,592131,21189,25792,1353,1646,22542,27438,-4896,74425,666556,HTML
2014-01-15,592131,21739,24857,1388,1587,23127,26444,-3317,71108,663239,HTML
2014-01-16,592131,25216,23678,1610,1511,26825,25189,1636,72744,664875,HTML
2014-01-17,592131,27650,22718,1765,1450,29415,24168,5247,77991,670122,HTML
2014-01-18,592131,28482,23397,1818,1493,30300,24890,5410,83402,675533,HTML
2014-01-19,592131,23685,25053,1512,1599,25197,26652,-1455,81946,674077,HTML
2014-01-20,592131,24937,26384,1592,1684,26529,28068,-1539,80408,672539,HTML
2014-01-21,592131,20012,26436,1277,1687,21289,28123,-6834,73574,665705,HTML
2014-01-22,592131,20335,24987,1298,1595,21633,26582,-4949,68626,660757,HTML
2014-01-23,592131,23800,23350,1519,1490,25319,24840,479,69104,661235,HTML
2014-01-24,592131,21769,21824,1390,1393,23159,23217,-58,69047,661178,HTML
2014-01-25,592131,22824,21740,1457,1388,24281,23128,1153,70200,662331,HTML
2014-01-26,592131,18658,22123,1191,1412,19849,23535,-3686,66514,658645,HTML
2014-01-27,592131,19601,21985,1251,1403,20852,23388,-2536,63978,656109,HTML
2014-01-28,592131,22046,21347,1407,1363,23453,22710,743,64721,656852,HTML
2014-01-29,592131,30405,20377,1941,1301,32346,21678,10668,75390,667521,HTML
2014-01-30,592131,34611,21426,2209,1368,36820,22794,14026,89416,681547,HTML
2014-01-31,592131,25159,24564,1606,1568,26765,26132,633,90048,682179,HTML
2014-02-01,592131,23253,28179,1484,1799,24737,29978,-5241,84807,676938,HTML
2014-02-02,592131,25918,29014,1654,1852,27572,30866,-3294,81513,673644,HTML
2014-02-03,592131,23757,27174,1516,1734,25273,28908,-3635,77878,670009,HTML
2014-02-04,592131,22489,25486,1435,1627,23924,27113,-3189,74689,666820,HTML
2014-02-05,592131,23217,24426,1482,1559,24699,25985,-1286,73403,665534,HTML
2014-02-06,592131,26264,23768,1676,1517,27940,25285,2655,76058,668189,HTML
2014-02-07,592131,25332,23645,1617,1509,26949,25154,1795,77853,669984,HTML
2014-02-08,592131,26002,24099,1660,1538,27662,25637,2025,79879,672010,HTML
2014-02-09,592131,23748,25018,1516,1597,25264,26615,-1351,78528,670659,HTML
2014-02-10,592131,26310,25316,1679,1616,27989,26932,1057,79585,671716,HTML
2014-02-11,592131,20580,25361,1314,1619,21894,26980,-5086,74499,666630,HTML
2014-02-12,592131,22604,24681,1443,1575,24047,26256,-2209,72289,664420,HTML
2014-02-13,592131,25262,23963,1612,1530,26874,25493,1381,73670,665801,HTML
2014-02-14,592131,28028,23017,1789,1469,29817,24486,5331,79001,671132,HTML
2014-02-15,592131,30539,23776,1949,1518,32488,25294,7194,86194,678325,HTML
2014-02-16,592131,28767,25482,1836,1626,30603,27108,3495,89690,681821,HTML
2014-02-17,592131,26943,27634,1720,1764,28663,29398,-735,88955,681086,HTML
2014-02-18,592131,24370,28707,1556,1832,25926,30539,-4613,84342,676473,HTML
2014-02-19,592131,26405,28152,1685,1797,28090,29949,-1859,82484,674615,HTML
2014-02-20,592131,31805,26970,2030,1722,33835,28692,5143,87627,679758,HTML
2014-02-21,592131,32511,26577,2075,1696,34586,28273,6313,93940,686071,HTML
2014-02-22,592131,30711,28012,1960,1788,32671,29800,2871,96810,688941,HTML
2014-02-23,592131,30580,30048,1952,1918,32532,31966,566,97376,689507,HTML
2014-02-24,592131,31755,31116,2027,1986,33782,33102,680,98056,690187,HTML
2014-02-25,592131,25452,31252,1625,1995,27077,33247,-6170,91886,684017,HTML
2014-02-26,592131,26361,30580,1683,1952,28044,32532,-4488,87398,679529,HTML
2014-02-27,592131,27749,29301,1771,1870,29520,31171,-1651,85747,677878,HTML
2014-02-28,592131,28680,27683,1831,1767,30511,29450,1061,86808,678939,HTML
2014-03-01,592131,24674,27298,1575,1742,26249,29040,-2791,84017,676148,HTML
2014-03-02,592131,20413,27167,1303,1734,21716,28901,-7185,76832,668963,HTML
2014-03-03,592131,17559,26434,1121,1687,18680,28121,-9441,67391,659522,HTML
2014-03-04,592131,17629,24006,1125,1532,18754,25538,-6784,60607,652738,HTML
2014-03-05,592131,16453,21100,1050,1347,17503,22447,-4944,55663,647794,HTML
2014-03-06,592131,24465,18748,1562,1197,26027,19945,6082,61745,653876,HTML
2014-03-07,592131,26418,18283,1686,1167,28104,19450,8654,70399,662530,HTML
2014-03-08,592131,27335,19798,1745,1264,29080,21062,8018,78417,670548,HTML
2014-03-09,592131,21341,22954,1362,1465,22703,24419,-1716,76701,668832,HTML
2014-03-10,592131,22297,24752,1423,1580,23720,26332,-2612,74088,666219,HTML
2014-03-11,592131,18337,24862,1170,1587,19507,26449,-6942,67146,659277,HTML
2014-03-12,592131,18792,22986,1200,1467,19992,24453,-4461,62685,654816,HTML
2014-03-13,592131,25718,21269,1642,1358,27360,22627,4733,67418,659549,HTML
2014-03-14,592131,28510,20281,1820,1295,30330,21576,8754,76172,668303,HTML
2014-03-15,592131,27800,21755,1774,1389,29575,23144,6431,82604,674735,HTML
2014-03-16,592131,28675,24501,1830,1564,30505,26065,4440,87044,679175,HTML
2014-03-17,592131,25606,26819,1634,1712,27240,28531,-1291,85753,677884,HTML
2014-03-18,592131,25883,27734,1652,1770,27535,29504,-1969,83784,675915,HTML
2014-03-19,592131,24914,27437,1590,1751,26504,29188,-2684,81100,673231,HTML
2014-03-20,592131,31130,26439,1987,1688,33117,28127,4990,86090,678221,HTML
2014-03-21,592131,36538,26389,2332,1684,38870,28073,10797,96887,689018,HTML
2014-03-22,592131,31733,27894,2026,1780,33759,29674,4085,100972,693103,HTML
2014-03-23,592131,31325,30775,1999,1964,33324,32739,585,101558,693689,HTML
2014-03-24,592131,33755,32571,2155,2079,35910,34650,1260,102817,694948,HTML
2014-03-25,592131,29012,32734,1852,2089,30864,34823,-3959,98858,690989,HTML
2014-03-26,592131,29646,32304,1892,2062,31538,34366,-2828,96030,688161,HTML
2014-03-27,592131,35556,31470,2270,2009,37825,33479,4346,100376,692507,HTML
2014-03-28,592131,37083,31005,2367,1979,39450,32984,6466,106842,698973,HTML
2014-03-29,592131,31740,32151,2026,2052,33766,34203,-437,106405,698536,HTML
2014-03-30,592131,30166,33720,1925,2152,32091,35872,-3781,102624,694755,HTML
2014-03-31,592131,35534,34006,2268,2171,37802,36177,1625,104249,696380,HTML
2014-04-01,592131,32601,33176,2081,2118,34682,35294,-612,103637,695768,HTML
2014-04-02,592131,29806,32758,1902,2091,31708,34849,-3141,100497,692628,HTML
2014-04-02,592131,29806,32775,1903,2092,31709,34867,-3158,97339,689470,HTML
2014-04-03,592131,35700,31966,2279,2040,37979,34006,3973,101312,693443,HTML
2014-04-04,592131,35895,31528,2291,2012,38186,33540,4646,105958,698089,HTML
2014-04-05,592131,37363,32168,2385,2053,39748,34221,5527,111485,703616,HTML
2014-04-06,592131,31498,34147,2011,2180,33509,36327,-2818,108667,700798,HTML
2014-04-07,592131,40983,35175,2616,2245,43599,37420,6179,114847,706978,HTML
2014-04-08,592131,39653,35799,2531,2285,42184,38084,4100,118946,711077,HTML
2014-04-09,592131,37337,36297,2383,2317,39720,38614,1106,120052,712183,HTML
2014-04-10,592131,36608,38027,2337,2427,38945,40454,-1509,118543,710674,HTML
2014-04-11,592131,41622,38220,2657,2440,44279,40660,3619,122162,714293,HTML
2014-04-12,592131,40861,38411,2608,2452,43469,40863,2606,124768,716899,HTML
2014-04-13,592131,33993,38737,2170,2473,36163,41210,-5047,119721,711852,HTML
2014-04-14,592131,35820,39237,2286,2505,38106,41742,-3636,116085,708216,HTML
2014-04-15,592131,37015,38367,2363,2449,39378,40816,-1438,114647,706778,HTML
2014-04-16,592131,38382,36888,2450,2355,40832,39243,1589,116236,708367,HTML
2014-04-17,592131,39428,36513,2517,2331,41945,38844,3101,119337,711468,HTML
2014-04-18,592131,42941,37057,2741,2365,45682,39422,6260,125597,717728,HTML
2014-04-19,592131,38949,38570,2486,2462,41435,41032,403,126000,718131,HTML
2014-04-20,592131,33042,39808,2109,2541,35151,42349,-7198,118802,710933,HTML
2014-04-21,592131,33999,39795,2170,2540,36169,42335,-6166,112636,704767,HTML
2014-04-22,592131,32328,37824,2063,2414,34391,40238,-5847,106789,698920,HTML
2014-04-23,592131,26302,35381,1679,2258,27981,37639,-9658,97131,689262,HTML
2014-04-24,592131,37778,33115,2411,2114,40189,35229,4960,102091,694222,HTML
2014-04-25,592131,37022,31772,2363,2028,39385,33800,5585,107676,699807,HTML
2014-04-26,592131,33916,32218,2165,2056,36081,34274,1807,109483,701614,HTML
2014-04-27,592131,31238,34363,1994,2193,33232,36556,-3324,106159,698290,HTML
2014-04-28,592131,26948,34746,1720,2218,28668,36964,-8296,97863,689994,HTML
2014-04-29,592131,23892,33557,1525,2142,25417,35699,-10282,87581,679712,HTML
2014-04-30,592131,34837,30545,2224,1950,37061,32495,4566,92148,684279,HTML
2014-05-01,592131,44485,28528,2839,1821,47324,30349,16975,109123,701254,HTML
2014-05-02,592131,40945,30033,2613,1917,43558,31950,11608,120731,712862,HTML
2014-05-03,592131,45708,34882,2918,2226,48625,37108,11517,132247,724378,HTML
2014-05-04,592131,41493,39733,2648,2536,44141,42269,1872,134119,726250,HTML
2014-05-05,592131,26023,42288,1661,2699,27684,44987,-17303,116816,708947,HTML
2014-05-06,592131,22605,41610,1443,2656,24048,44266,-20218,96598,688729,HTML
2014-05-07,592131,23129,36525,1476,2331,24605,38856,-14251,82347,674478,HTML
2014-05-08,592131,24208,29942,1545,1911,25753,31853,-6100,76248,668379,HTML
2014-05-09,592131,30559,25468,1951,1626,32510,27094,5416,81663,673794,HTML
2014-05-10,592131,29116,24326,1858,1553,30974,25879,5095,86758,678889,HTML
2014-05-11,592131,16055,25910,1025,1654,17080,27564,-10484,76274,668405,HTML
2014-05-12,592131,33648,26735,2148,1706,35796,28441,7355,83629,675760,HTML
2014-05-13,592131,26300,26102,1679,1666,27979,27768,211,83840,675971,HTML
2014-05-14,592131,28324,25541,1808,1630,30132,27171,2961,86801,678932,HTML
2014-05-15,592131,30144,27307,1924,1743,32068,29050,3018,89819,681950,HTML
2014-05-16,592131,32328,27636,2064,1764,34392,29400,4992,94812,686943,HTML
2014-05-17,592131,32666,29307,2085,1871,34751,31178,3573,98385,690516,HTML
2014-05-18,592131,31482,30194,2009,1927,33491,32121,1370,99755,691886,HTML
2014-05-19,592131,25735,31491,1643,2010,27378,33501,-6123,93632,685763,HTML
2014-05-20,592131,26654,31357,1701,2002,28355,33359,-5004,88628,680759,HTML
2014-05-21,592131,24313,29884,1552,1907,25865,31791,-5926,82702,674833,HTML
2014-05-22,592131,30987,27665,1978,1766,32965,29431,3534,86236,678367,HTML
2014-05-23,592131,35278,26801,2252,1711,37530,28512,9018,95255,687386,HTML
2014-05-24,592131,32330,27689,2064,1767,34394,29456,4938,100193,692324,HTML
2014-05-25,592131,28306,30426,1807,1942,30113,32368,-2255,97938,690069,HTML
2014-05-26,592131,31205,31890,1992,2036,33197,33925,-728,97210,689341,HTML
2014-05-27,592131,25104,31667,1602,2021,26706,33688,-6982,90227,682358,HTML
2014-05-28,592131,28695,30213,1832,1928,30527,32141,-1614,88613,680744,HTML
2014-05-29,592131,31147,28961,1988,1849,33135,30810,2325,90938,683069,HTML
2014-05-30,592131,33864,28146,2162,1797,36026,29943,6083,97021,689152,HTML
2014-05-31,592131,35048,29358,2237,1874,37285,31232,6053,103074,695205,HTML
2014-06-01,592131,33083,31122,2112,1986,35195,33108,2087,105161,697292,HTML
2014-06-02,592131,27866,33022,1779,2108,29645,35130,-5485,99677,691808,HTML
2014-06-03,592131,40579,33212,2590,2120,43169,35332,7837,107514,699645,HTML
2014-06-04,592131,41672,33000,2660,2106,44332,35106,9226,116740,708871,HTML
2014-06-05,592131,40604,34187,2592,2182,43196,36369,6827,123567,715698,HTML
2014-06-06,592131,45644,37562,2913,2398,48557,39960,8597,132164,724295,HTML
2014-06-07,592131,27017,40203,1725,2566,28742,42769,-14027,118137,710268,HTML
2014-06-08,592131,29921,40716,1910,2599,31831,43315,-11484,106652,698783,HTML
2014-06-09,592131,31210,38010,1992,2426,33202,40436,-7234,99418,691549,HTML
2014-06-10,592131,30435,33247,1943,2122,32378,35369,-2991,96428,688559,HTML
2014-06-11,592131,30903,31286,1973,1997,32876,33283,-407,96021,688152,HTML
2014-06-12,592131,34254,30308,2186,1935,36440,32243,4197,100217,692348,HTML
2014-06-13,592131,33668,31038,2149,1981,35817,33019,2798,103015,695146,HTML
2014-06-14,592131,36594,31954,2336,2040,38930,33994,4936,107951,700082,HTML
2014-06-15,592131,37253,33289,2378,2125,39631,35414,4217,112168,704299,HTML
2014-06-16,592131,35533,34599,2268,2208,37801,36807,994,113162,705293,HTML
2014-06-17,592131,26970,35834,1722,2287,28692,38121,-9429,103733,695864,HTML
2014-06-18,592131,30414,35305,1941,2253,32355,37558,-5203,98530,690661,HTML
2014-06-19,592131,35804,33331,2285,2127,38089,35458,2631,101161,693292,HTML
2014-06-20,592131,36433,31455,2325,2008,38758,33463,5295,106456,698587,HTML
2014-06-21,592131,33310,32187,2126,2054,35436,34241,1195,107651,699782,HTML
2014-06-22,592131,32995,33750,2106,2154,35101,35904,-803,106848,698979,HTML
2014-06-23,592131,35108,34581,2241,2207,37349,36788,561,107409,699540,HTML
2014-06-24,592131,32291,34285,2061,2188,34352,36473,-2121,105288,697419,HTML
2014-06-25,592131,36993,33860,2361,2161,39354,36021,3333,108621,700752,HTML
2014-06-26,592131,32528,33989,2076,2170,34604,36159,-1555,107066,699197,HTML
2014-06-27,592131,34739,34124,2217,2178,36956,36302,654,107720,699851,HTML
2014-06-28,592131,35224,34522,2248,2204,37472,36726,746,108466,700597,HTML
2014-06-29,592131,30976,34220,1977,2184,32953,36404,-3451,105015,697146,HTML
2014-06-30,592131,35320,34267,2254,2187,37574,36454,1120,106135,698266,HTML
2014-07-01,592131,29273,33804,1868,2158,31141,35962,-4821,101314,693445,HTML
2014-07-02,592131,28193,33117,1800,2114,29993,35231,-5238,96076,688207,HTML
2014-07-03,592131,34572,32217,2207,2056,36779,34273,2506,98581,690712,HTML
2014-07-04,592131,34620,30913,2210,1973,36830,32886,3944,102526,694657,HTML
2014-07-05,592131,30173,31359,1926,2002,32099,33361,-1262,101264,693395,HTML
2014-07-06,592131,33508,32339,2139,2064,35647,34403,1244,102508,694639,HTML
2014-07-07,592131,31846,32745,2033,2090,33879,34835,-956,101552,693683,HTML
2014-07-08,592131,29941,32503,1911,2075,31852,34578,-2726,98826,690957,HTML
2014-07-09,592131,10503,32180,670,2054,11173,34234,-23061,75765,667896,HTML
2014-07-10,592131,38181,29400,2437,1877,40618,31277,9341,85105,677236,HTML
2014-07-11,592131,39861,26643,2544,1701,42405,28344,14061,99167,691298,HTML
2014-07-12,592131,34433,26380,2198,1684,36631,28064,8567,107734,699865,HTML
2014-07-13,592131,40494,31866,2585,2034,43079,33900,9179,116912,709043,HTML
2014-07-14,592131,37000,35295,2362,2253,39362,37548,1814,118726,710857,HTML
2014-07-15,592131,35006,37666,2234,2404,37240,40070,-2830,115896,708027,HTML
2014-07-16,592131,38783,37796,2475,2413,41258,40209,1049,116946,709077,HTML
2014-07-17,592131,34336,37122,2192,2369,36528,39491,-2963,113982,706113,HTML
2014-07-18,592131,32758,36831,2091,2351,34849,39182,-4333,109650,701781,HTML
2014-07-19,592131,37304,36135,2381,2306,39685,38441,1244,110893,703024,HTML
2014-07-20,592131,37662,35195,2404,2246,40066,37441,2625,113518,705649,HTML
2014-07-21,592131,33545,35303,2141,2253,35686,37556,-1870,111648,703779,HTML
2014-07-22,592131,29341,35811,1873,2286,31214,38097,-6883,104764,696895,HTML
2014-07-23,592131,35321,35239,2255,2249,37576,37488,88,104852,696983,HTML
2014-07-24,592131,39932,33871,2549,2162,42481,36033,6448,111300,703431,HTML
2014-07-25,592131,39264,33568,2506,2143,41770,35711,6059,117360,709491,HTML
2014-07-26,592131,36669,35494,2341,2266,39010,37760,1250,118609,710740,HTML
2014-07-27,592131,40772,37457,2602,2391,43375,39848,3527,122136,714267,HTML
2014-07-28,592131,41513,38505,2650,2458,44163,40963,3200,125336,717467,HTML
2014-07-29,592131,37957,39025,2423,2491,40380,41516,-1136,124200,716331,HTML
2014-07-30,592131,42020,39705,2682,2534,44702,42239,2463,126663,718794,HTML
2014-07-31,592131,41462,40042,2647,2556,44109,42598,1511,128174,720305,HTML
2014-08-01,592131,36303,40317,2317,2573,38620,42890,-4270,123904,716035,HTML
2014-08-02,592131,40290,40445,2572,2582,42862,43027,-165,123739,715870,HTML
2014-08-03,592131,46382,39817,2961,2541,49343,42358,6985,130724,722855,HTML
2014-08-04,592131,45124,39911,2880,2548,48004,42459,5545,136269,728400,HTML
2014-08-05,592131,42187,41617,2693,2656,44880,44273,607,136877,729008,HTML
2014-08-06,592131,38802,43421,2477,2772,41279,46193,-4914,131962,724093,HTML
2014-08-07,592131,37866,43526,2417,2778,40283,46304,-6021,125941,718072,HTML
2014-08-08,592131,33188,41916,2118,2675,35306,44591,-9285,116656,708787,HTML
2014-08-09,592131,30702,39316,1960,2510,32662,41825,-9163,107493,699624,HTML
2014-08-10,592131,40710,36600,2598,2336,43308,38936,4372,111865,703996,HTML
2014-08-11,592131,42040,34816,2683,2222,44723,37038,7685,119550,711681,HTML
2014-08-12,592131,36990,35551,2361,2269,39351,37820,1531,121081,713212,HTML
2014-08-13,592131,43821,37917,2797,2420,46618,40337,6281,127362,719493,HTML
2014-08-14,592131,44441,39555,2837,2525,47278,42080,5198,132560,724691,HTML
2014-08-15,592131,49320,40825,3148,2606,52468,43431,9037,141597,733728,HTML
2014-08-16,592131,35363,42982,2257,2744,37620,45725,-8105,133492,725623,HTML
